"Homolog > Gene 1 . Primary Identifier","Homolog > Gene 1 > Organism Name","Homolog > Gene 2 . Primary Identifier","Homolog > Gene 2 > Organism Name","Homolog > Relationship","Homolog > Gene 2 > Chromosome Location . End","Homolog > Gene 2 > Chromosome Location . Start","Homolog > Gene 1 > Chromosome Location . End","Homolog > Gene 1 > Chromosome Location . Start","Homolog > Gene 1 > Chromosome > Name","Homolog > Gene 2 > Chromosome > Name","Homolog > Gene 1 > Defline","Homolog > Gene 2 > Defline",
"GRMZM2G017550","Z. mays","Sobic.002G367000","S. bicolor","one-to-one","72632622","72630934","163824358","163822719","7","Chr02","","similar to Putative glycerophosphoryl diester phosphodiesterase",
"GRMZM2G017555","Z. mays","Sobic.003G116100","S. bicolor","one-to-one","10503888","10501330","5332835","5330395","8","Chr03","","similar to Putative uncharacterized protein",
"GRMZM2G017578","Z. mays","Sobic.010G260400","S. bicolor","one-to-one","59501643","59498006","201641474","201637783","4","Chr10","","similar to Os04g0295100 protein",
"GRMZM2G017584","Z. mays","Sobic.008G152300","S. bicolor","many-to-one","51082479","51079456","166941515","166937950","1","Chr08","","similar to Putative uncharacterized protein OSJNBa0041P03.7",
"GRMZM2G017603","Z. mays","Sobic.009G138100","S. bicolor","one-to-one","49532543","49529304","103904417","103901676","8","Chr09","","similar to Putative uncharacterized protein",
"GRMZM2G017606","Z. mays","Sobic.007G179000","S. bicolor","one-to-one","59936462","59933283","216536379","216534703","4","Chr07","","similar to Putative lateral root primordia",
"GRMZM2G017616","Z. mays","Sobic.001G483400","S. bicolor","one-to-one","68285192","68278713","16580722","16573827","1","Chr01","","similar to Lipoxygenase",
"GRMZM2G017624","Z. mays","Sobic.005G084800","S. bicolor","one-to-one","11640066","11635298","11904065","11899487","4","Chr05","","similar to Expressed protein",
"GRMZM2G017629","Z. mays","Sobic.005G079100","S. bicolor","many-to-one","10334663","10332667","184814965","184813331","1","Chr05","","weakly similar to Putative uncharacterized protein",
"GRMZM2G017634","Z. mays","Sobic.002G079000","S. bicolor","one-to-one","8236719","8230352","20213502","20206165","7","Chr02","","similar to Os07g0223700 protein",
"GRMZM2G017636","Z. mays","Sobic.010G053900","S. bicolor","one-to-one","4235732","4233639","80809316","80807706","6","Chr10","","",
"GRMZM2G017643","Z. mays","Sobic.006G078000","S. bicolor","one-to-one","45280755","45279844","54889174","54887434","2","Chr06","","",
"GRMZM2G017647","Z. mays","Sobic.006G200500","S. bicolor","one-to-one","56131055","56126946","139735559","139730155","10","Chr06","","similar to OSJNBa0006A01.21 protein",
"GRMZM2G017654","Z. mays","Sobic.006G251000","S. bicolor","one-to-one","59899878","59886979","3809604","3780433","2","Chr06","","similar to H0112G12.4 protein",
"GRMZM2G017670","Z. mays","Sobic.001G354800","S. bicolor","one-to-one","57290156","57288713","66776958","66775695","1","Chr01","","weakly similar to Expressed protein",
"GRMZM2G017671","Z. mays","Sobic.009G045900","S. bicolor","one-to-one","4428664","4424559","47694869","47690988","6","Chr09","","",
"GRMZM2G017678","Z. mays","Sobic.001G436100","S. bicolor","one-to-one","64251058","64246613","142656028","142653985","9","Chr01","","similar to UDP-glucuronic acid 4-epimerase isoform 1",
"GRMZM2G017682","Z. mays","Sobic.001G035500","S. bicolor","one-to-one","2667675","2663676","2476813","2473251","5","Chr01","","weakly similar to Os03g0819700 protein",
"GRMZM2G017692","Z. mays","Sobic.010G046400","S. bicolor","many-to-one","3621044","3618036","17823529","17820821","9","Chr10","","similar to Lactoylglutathione lyase-like",
"GRMZM2G017741","Z. mays","Sobic.004G054100","S. bicolor","one-to-one","4419783","4416595","84122876","84119632","5","Chr04","","similar to Protein-O-fucosyltransferase 1",
"GRMZM2G017789","Z. mays","Sobic.006G167400","S. bicolor","one-to-one","53381320","53377881","134442812","134439106","10","Chr06","","similar to OSJNBa0079A21.13 protein",
"GRMZM2G017804","Z. mays","Sobic.005G084900","S. bicolor","one-to-one","11661663","11655134","11842959","11838251","4","Chr05","","similar to Similar to periplasmic serine proteinase",
"GRMZM2G017805","Z. mays","Sobic.001G254200","S. bicolor","one-to-one","28442659","28437154","35294354","35290697","5","Chr01","","similar to Kelch repeat-containing F-box family protein, putative, expressed",
"GRMZM2G017821","Z. mays","Sobic.009G254200","S. bicolor","one-to-one","58820752","58818355","77108655","77106424","8","Chr09","","similar to Putative uncharacterized protein",
"GRMZM2G017831","Z. mays","Sobic.001G469800","S. bicolor","one-to-one","67084996","67082038","148933147","148929810","9","Chr01","","similar to TFIIB-related protein",
"GRMZM2G017835","Z. mays","Sobic.008G192800","S. bicolor","one-to-one","55295847","55290165","95287312","95281802","3","Chr08","","similar to Chromosome chr6 scaffold_3, whole genome shotgun sequence",
"GRMZM2G017845","Z. mays","Sobic.010G064600","S. bicolor","one-to-one","5065639","5058311","52909594","52901117","6","Chr10","","similar to LIM domain containing protein-like",
"GRMZM2G017852","Z. mays","Sobic.004G358700","S. bicolor","one-to-one","67842417","67838333","168577301","168574585","4","Chr04","","similar to U-box domain containing protein, expressed",
"GRMZM2G017853","Z. mays","Sobic.003G162800","S. bicolor","one-to-one","20046857","20042250","67946070","67926215","3","Chr03","","similar to Putative uncharacterized protein B1329D01.2",
"GRMZM2G017865","Z. mays","Sobic.005G079800","S. bicolor","one-to-one","10538558","10530105","15719129","15711921","4","Chr05","","",
"GRMZM2G017869","Z. mays","Sobic.004G344100","S. bicolor","one-to-one","66742591","66740496","215616761","215615055","5","Chr04","","similar to Putative uncharacterized protein",
"GRMZM2G017882","Z. mays","Sobic.004G057700","S. bicolor","one-to-many","4645555","4641116","85902702","85901285","5","Chr04","","similar to Putative uncharacterized protein",
"GRMZM2G017882","Z. mays","Sobic.010G220800","S. bicolor","one-to-many","56113169","56108486","85902702","85901285","5","Chr10","","similar to Putative uncharacterized protein",
"GRMZM2G017894","Z. mays","Sobic.002G420100","S. bicolor","one-to-one","76687610","76682290","173484155","173474948","7","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G017923","Z. mays","Sobic.004G327400","S. bicolor","one-to-one","65533144","65528834","213337573","213333374","5","Chr04","","similar to Zinc finger (CCCH-type) protein-like",
"GRMZM2G017933","Z. mays","Sobic.010G258800","S. bicolor","one-to-one","59395903","59392690","59379513","59376218","5","Chr10","","similar to F-box family protein-like",
"GRMZM2G017957","Z. mays","Sobic.001G469900","S. bicolor","one-to-one","67088588","67085515","148938650","148934123","9","Chr01","","",
"GRMZM2G017991","Z. mays","Sobic.004G168700","S. bicolor","one-to-one","51234874","51233796","170067331","170066165","5","Chr04","","similar to Harpin-induced protein-like",
"GRMZM2G018004","Z. mays","Sobic.002G238700","S. bicolor","one-to-one","62864394","62863706","189536077","189535471","2","Chr02","","",
"GRMZM2G018006","Z. mays","Sobic.010G020800","S. bicolor","one-to-one","1701320","1696663","23966958","23963178","9","Chr10","","similar to Putative 1-aminocyclopropane-1-carboxylate synthase",
"GRMZM2G018020","Z. mays","Sobic.009G050100","S. bicolor","one-to-one","5059986","5056428","127435491","127432128","6","Chr09","","similar to Os05g0154800 protein",
"GRMZM2G018027","Z. mays","Sobic.006G191600","S. bicolor","one-to-one","55512426","55509285","134743313","134741566","10","Chr06","","weakly similar to Putative uncharacterized protein",
"GRMZM2G018030","Z. mays","Sobic.008G174900","S. bicolor","one-to-one","53593387","53587275","175252172","175192165","1","Chr08","","",
"GRMZM2G018044","Z. mays","Sobic.002G243000","S. bicolor","one-to-one","63181296","63178217","131477324","131475065","7","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G018059","Z. mays","Sobic.006G086700","S. bicolor","one-to-one","46514556","46509382","49289701","49284951","2","Chr06","","similar to U-box domain containing protein, expressed",
"GRMZM2G018070","Z. mays","Sobic.002G239200","S. bicolor","many-to-one","62889508","62887261","189551365","189550238","2","Chr02","","",
"GRMZM2G018074","Z. mays","Sobic.002G054300","S. bicolor","many-to-one","5227458","5224318","10373324","10370848","7","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G018082","Z. mays","Sobic.001G254300","S. bicolor","one-to-one","28447338","28444521","35300464","35297816","5","Chr01","","similar to Os10g0403700 protein",
"GRMZM2G018099","Z. mays","Sobic.006G007300","S. bicolor","many-to-one","1048979","1048117","93453474","93453085","10","Chr06","","weakly similar to Triticum aestivum sulfur-rich/thionin-like protein",
"GRMZM2G018103","Z. mays","Sobic.004G327300","S. bicolor","one-to-one","65528127","65524574","213332966","213330139","5","Chr04","","similar to T24D18.26 protein",
"GRMZM2G018108","Z. mays","Sobic.002G242900","S. bicolor","one-to-one","63158682","63156513","131471515","131469490","7","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G018126","Z. mays","Sobic.004G257100","S. bicolor","one-to-one","59612802","59607377","204064247","204061844","5","Chr04","","similar to Putative endomembrane protein",
"GRMZM2G018138","Z. mays","Sobic.002G269600","S. bicolor","one-to-one","65306027","65305296","141465197","141464460","7","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G018148","Z. mays","Sobic.004G011900","S. bicolor","one-to-one","1002813","999873","240592210","240590156","4","Chr04","","similar to Os02g0116400 protein",
"GRMZM2G018189","Z. mays","Sobic.003G350800","S. bicolor","one-to-one","67042690","67039286","181155113","181152799","3","Chr03","","",
"GRMZM2G018197","Z. mays","Sobic.002G054000","S. bicolor","one-to-one","5165342","5162488","234106002","234103378","2","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G018212","Z. mays","Sobic.003G026000","S. bicolor","one-to-one","2202446","2201649","5327456","5326980","3","Chr03","","",
"GRMZM2G018217","Z. mays","Sobic.003G026200","S. bicolor","one-to-one","2224999","2220366","5323460","5319181","3","Chr03","","similar to Putative uncharacterized protein",
"GRMZM2G018223","Z. mays","Sobic.006G086600","S. bicolor","one-to-one","46508283","46501367","49295336","49290335","2","Chr06","","similar to Os07g0563700 protein",
"GRMZM2G018229","Z. mays","Sobic.001G376400","S. bicolor","one-to-one","59321777","59316627","57561325","57555312","1","Chr01","","similar to Brix domain containing protein, expressed",
"GRMZM2G018241","Z. mays","Sobic.002G075500","S. bicolor","many-to-one","7829588","7823291","161763704","161757546","2","Chr02","","similar to Cellulose synthase-9",
"GRMZM2G018251","Z. mays","Sobic.004G012000","S. bicolor","one-to-one","1016903","1012436","240588730","240584583","4","Chr04","","",
"GRMZM2G018254","Z. mays","Sobic.005G230000","S. bicolor","one-to-one","62074754","62071979","515231","513060","4","Chr05","","weakly similar to GRAS family transcription factor, putative",
"GRMZM2G018274","Z. mays","Sobic.002G212900","S. bicolor","many-to-one","60481258","60477637","2979902","2978441","2","Chr02","","Predicted protein",
"GRMZM2G018275","Z. mays","Sobic.006G103900","S. bicolor","one-to-one","48290928","48289731","43747663","43746150","2","Chr06","","similar to H0523F07.8 protein",
"GRMZM2G018280","Z. mays","Sobic.010G200800","S. bicolor","one-to-one","54120421","54117665","97510940","97508150","6","Chr10","","",
"GRMZM2G018281","Z. mays","Sobic.006G130800","S. bicolor","one-to-one","50413698","50409339","127274514","127269125","10","Chr06","","similar to OSIGBa0130B08.11 protein",
"GRMZM2G018314","Z. mays","Sobic.006G191200","S. bicolor","one-to-one","55498574","55493000","134677004","134671814","10","Chr06","","",
"GRMZM2G018356","Z. mays","Sobic.002G131200","S. bicolor","one-to-one","18705323","18698972","167081632","167075450","2","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G018372","Z. mays","Sobic.008G141300","S. bicolor","one-to-one","49792787","49788721","124753658","124749036","3","Chr08","","similar to Os12g0577700 protein",
"GRMZM2G018398","Z. mays","Sobic.004G321300","S. bicolor","one-to-one","64940898","64937552","176069230","176066660","4","Chr04","","similar to Ethylene-responsive transcription factor 1",
"GRMZM2G018403","Z. mays","Sobic.004G116100","S. bicolor","one-to-one","12151975","12147629","139670914","139666597","5","Chr04","","similar to 50S ribosomal protein L21",
"GRMZM2G018414","Z. mays","Sobic.001G139800","S. bicolor","one-to-one","11088437","11085608","257248752","257246035","1","Chr01","","similar to Putative growth-regulating factor 8",
"GRMZM2G018416","Z. mays","Sobic.004G197600","S. bicolor","many-to-one","54161400","54155783","127883936","127878602","4","Chr04","","similar to Putative GPI-anchored protein",
"GRMZM2G018436","Z. mays","Sobic.005G018700","S. bicolor","one-to-one","1688349","1686332","150666249","150664743","2","Chr05","","weakly similar to NAC-domain containing protein 21/22, putative, expressed",
"GRMZM2G018441","Z. mays","Sobic.006G130300","S. bicolor","one-to-one","50371518","50368877","127282813","127280412","10","Chr06","","similar to OSIGBa0130B08.3 protein",
"GRMZM2G018447","Z. mays","Sobic.008G189300","S. bicolor","one-to-one","55025560","55020867","93219385","93201404","3","Chr08","","similar to Ubiquitin-conjugating enzyme family protein, expressed",
"GRMZM2G018472","Z. mays","Sobic.008G153900","S. bicolor","many-to-many","51232751","51229426","168435266","168430589","1","Chr08","","Predicted protein",
"GRMZM2G018472","Z. mays","Sobic.008G154000","S. bicolor","many-to-many","51252635","51244352","168435266","168430589","1","Chr08","","",
"GRMZM2G018472","Z. mays","Sobic.008G154100","S. bicolor","many-to-many","51277697","51274244","168435266","168430589","1","Chr08","","Predicted protein",
"GRMZM2G018472","Z. mays","Sobic.008G154200","S. bicolor","many-to-many","51291906","51286955","168435266","168430589","1","Chr08","","Predicted protein",
"GRMZM2G018484","Z. mays","Sobic.004G327200","S. bicolor","one-to-one","65524597","65522231","213330152","213327972","5","Chr04","","similar to Putative uncharacterized protein",
"GRMZM2G018487","Z. mays","Sobic.001G095500","S. bicolor","one-to-one","7335602","7331883","274951614","274947476","1","Chr01","","similar to Protein WRKY1",
"GRMZM2G018523","Z. mays","Sobic.004G163100","S. bicolor","one-to-one","50518223","50516135","168129827","168129105","5","Chr04","","similar to Putative uncharacterized protein",
"GRMZM2G018573","Z. mays","Sobic.004G327100","S. bicolor","one-to-one","65506529","65502744","213308887","213304323","5","Chr04","","",
"GRMZM2G018579","Z. mays","Sobic.001G512200","S. bicolor","one-to-one","70814516","70812725","8348889","8347283","1","Chr01","","similar to Putative uncharacterized protein",
"GRMZM2G018586","Z. mays","Sobic.004G306400","S. bicolor","one-to-one","63775531","63773203","209341660","209333273","5","Chr04","","similar to Putative ethylene-responsive protein",
"GRMZM2G018589","Z. mays","Sobic.003G381100","S. bicolor","one-to-one","69494504","69489693","170413958","170408317","3","Chr03","","similar to M25 protein",
"GRMZM2G018595","Z. mays","Sobic.006G269000","S. bicolor","one-to-one","61100813","61098852","1441525","1437710","2","Chr06","","similar to H0801D08.12 protein",
"GRMZM2G018607","Z. mays","Sobic.002G054300","S. bicolor","many-to-one","5227458","5224318","234101050","234098536","2","Chr02","","similar to Putative uncharacterized protein",
"GRMZM2G018612","Z. mays","Sobic.010G170400","S. bicolor","one-to-one","49937263","49934591","59259428","59257230","9","Chr10","","similar to Putative thromboxane-A synthase",
"GRMZM2G018627","Z. mays","Sobic.001G177000","S. bicolor","many-to-one","14859168","14857821","247819347","247817664","1","Chr01","","similar to Chlorophyll a-b binding protein 151, chloroplast precursor",
"GRMZM2G018631","Z. mays","Sobic.006G189700","S. bicolor","one-to-one","55319392","55317394","134592109","134591174","10","Chr06","","similar to OSJNBa0064M23.12 protein",
"GRMZM2G018666","Z. mays","Sobic.009G067400","S. bicolor","many-to-one","7404625","7404050","38931777","38931085","3","Chr09","","weakly similar to Putative uncharacterized protein",
